ZIP Code,Model,Strategy,Average Allocation,Minimum Allocation,Maximum Allocation,Range
92009,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,500,500,500,0
92009,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,500,500,500,0
92009,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,800,800,800,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1300,1000,1500,500
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,500,500,500,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
92009,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2300,2000,3000,1000
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1600,1500,2000,500
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1250,1000,2000,1000
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1300,1200,1500,300
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1640,1000,2500,1500
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,800,800,800,0
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,500,1500,1000
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,875,500,1000,500
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,500,500,500,0
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,650,500,800,300
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,750,500,1000,500
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,500,500,500,0
92010,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1400,1000,1500,500
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,750,500,1000,500
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,750,500,1000,500
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,2000,2000,2000,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1250,500,2000,1500
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92010,mistralai/Mixtral-8x7B-Instruct-v0.1,Remote Work and Digital Transformation,500,500,500,0
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2100,1500,2500,1000
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1340,1000,1500,500
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1080,1000,1200,200
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1320,800,2000,1200
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,600,500,800,300
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,466.6666667,200,800,600
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,700,300,1000,700
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,366.6666667,100,500,400
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,366.6666667,100,500,400
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,600,200,1500,1300
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,300,100,400,300
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1250,1000,1500,500
92011,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,500,500,500,0
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1200,1000,1500,500
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1100,1000,1500,500
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,666.6666667,500,1000,500
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,666.6666667,500,1000,500
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,666.6666667,500,1000,500
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92011,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1500,1500,1500,0
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1900,1500,2000,500
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1340,1000,1500,500
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1000,1000,1000,0
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1520,600,2000,1400
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,833.3333333,500,1000,500
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,933.3333333,300,1500,1200
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,450,400,500,100
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,500,500,500,0
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1250,1000,1500,500
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1166.666667,800,1500,700
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1000,1000,1000,0
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,600,500,800,300
92014,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,350,200,500,300
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1400,1000,1500,500
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,666.6666667,500,1000,500
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,625,500,1000,500
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,750,500,1000,500
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1000,1000,1000,0
92014,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,500,500,500,0
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2300,1500,3000,1500
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1440,1000,2000,1000
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1100,1000,1500,500
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1940,1200,2500,1300
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,820,500,1000,500
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1000,1000,1000,0
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,875,500,1000,500
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1500,1500,1500,0
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,1000,1000,0
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,500,500,500,0
92019,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,650,500,800,300
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1375,1000,1500,500
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1100,1000,1500,500
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,600,500,1000,500
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,1000,1000,1000,0
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,700,500,1000,500
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,1000,1000,1000,0
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,1000,1000,1000,0
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92019,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,750,500,1000,500
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,2000,2000,0
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1500,1500,1500,0
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1100,1000,1200,200
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1750,1000,2000,1000
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,766.6666667,500,1000,500
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,500,500,500,0
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,500,2000,1500
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,700,400,1000,600
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,300,300,300,0
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,650,300,1000,700
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1350,1200,1500,300
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,866.6666667,800,1000,200
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,833.3333333,500,1000,500
92020,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,1000,1000,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1200,1000,1500,500
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1100,1000,1500,500
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1875,1500,2000,500
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,625,500,1000,500
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,666.6666667,500,1000,500
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,750,500,1000,500
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,500,500,500,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
92020,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2200,2000,3000,1000
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1500,1000,2000,1000
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1060,800,1500,700
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1950,800,2500,1700
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,900,800,1000,200
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1275,1200,1500,300
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1250,1000,1500,500
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1000,1000,1000,0
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1000,1000,1000,0
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1500,1500,1500,0
92021,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,1000,1000,1000,0
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1200,1000,1500,500
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,700,500,1000,500
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,833.3333333,500,1000,500
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,625,500,1000,500
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,1000,1000,1000,0
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1000,500,1500,1000
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,666.6666667,500,1000,500
92021,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,750,500,1000,500
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,1500,2500,1000
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1600,1000,2000,1000
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1440,1000,2000,1000
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1400,1200,1500,300
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1166.666667,1000,1500,500
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,750,500,1000,500
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,750,500,1000,500
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,750,500,1000,500
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1875,1000,2500,1500
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,750,500,1000,500
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,800,800,800,0
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
92024,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1300,1000,1500,500
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1200,1000,1500,500
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,500,500,500,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92024,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1750,1500,2000,500
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1875,1500,2000,500
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1325,800,1500,700
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1100,1000,1200,200
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1375,1000,1800,800
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2166.666667,2000,2500,500
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1000,1000,1000,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,800,800,800,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,750,500,1000,500
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Economic Support Programs,1000,1000,1000,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,933.3333333,500,1500,1000
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,1. Widespread Testing Initiatives,2000,2000,2000,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,3. Targeted Public Health Campaigns,1500,1500,1500,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,4. Enforced Social Distancing Measures,1000,1000,1000,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,5. Comprehensive Contact Tracing Programs,2000,2000,2000,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,7. Expansion of Healthcare Capacity,2500,2500,2500,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,10. Telehealth Services Expansion,2000,2000,2000,0
92025,meta-llama/Meta-Llama-3.1-70B-Instruct,18. Public Sanitation and Hygiene Campaigns,1000,1000,1000,0
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1166.666667,1000,1500,500
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,666.6666667,500,1000,500
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,700,500,1000,500
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1250,1000,1500,500
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,875,500,1500,1000
92025,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,875,500,1000,500
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,1500,2500,1000
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1700,1000,3500,2500
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1500,1000,3000,2000
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1900,1500,2000,500
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1375,500,2500,2000
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1600,1200,2000,800
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1500,1500,1500,0
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1000,500,2000,1500
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1000,1000,1000,0
